,provincia,SCRI_FLOOD,SCRI_WINDSTORM,SCRI_SEASTORM
18,CUENCA,1.0,2.0,2.026754386
28,LAS PALMAS,1.0,4.0,2.026754386
40,SANTA CRUZ DE TENERIFE,1.0,2.0,2.0
