,provincia,SCRI_FLOOD,SCRI_WINDSTORM,SCRI_SEASTORM
0,A CORUNA,1.0,1.307692308,2.5
2,ALICANTE,1.0,1.428571429,2.0
8,BARCELONA,1.0,1.285714286,2.0
25,ILLES BALEARS,1.0,1.384615385,1.5
35,MURCIA,1.0,1.333333333,1.733333333
39,PONTEVEDRA,1.0,1.363636364,1.5
47,TOLEDO,1.035714286,2.0,1.733333333
48,VALENCIA,1.051282051,1.666666667,1.5
49,VALLADOLID,1.0,1.5,1.733333333
