,provincia,SCRI_FLOOD,SCRI_WINDSTORM,SCRI_SEASTORM
7,BADAJOZ,1.038461538,1.124578922,1.733333333
12,CADIZ,1.03030303,1.124578922,1.8
14,CASTELLON,1.058823529,1.0,1.666666667
33,MALAGA,1.034482759,1.124578922,1.666666667
43,SEVILLA,1.04,1.124578922,1.733333333
45,TARRAGONA,1.025,1.125,1.6
