,provincia,SCRI_FLOOD,SCRI_WINDSTORM,SCRI_SEASTORM
6,AVILA,1.090909091,1.0,1.733333333
9,BIZKAIA,1.090909091,1.0,1.733333333
23,HUELVA,1.090909091,1.124578922,1.733333333
36,NAVARRA,1.125,1.0,1.733333333
51,ZARAGOZA,1.066666667,1.2,1.733333333
