,provincia,coste,duration,prec,tmed,velmedia,presmed,sol
79,BADAJOZ,7102.0,1,2.72,12.46,3.88,965.825,2.375
80,CADIZ,268.0,1,18.77142857142857,13.8,6.314285714285715,993.6357142857141,0.3999999999999999
81,GRANADA,655.0,1,3.4,11.133333333333333,5.033333333333334,932.9333333333334,2.5
82,MADRID,28281.0,1,15.266666666666666,5.766666666666667,5.38,899.125,0.0666666666666666
83,OURENSE,1032.0,1,22.375,6.95,3.125,943.175,2.6
84,SALAMANCA,6265.0,1,17.16,4.58,5.975,891.6300000000001,1.0
85,A CORUNA,17346.0,1,45.85,12.375,5.685714285714285,992.59,0.0
86,JAEN,837.0,1,7.6,12.05,3.8,951.15,3.3
87,MADRID,55775.0,1,0.3666666666666667,8.083333333333334,5.15,904.41,8.116666666666667
88,SEGOVIA,14428.0,1,10.4,2.3,4.15,853.875,4.15
89,A CORUNA,237352.0,2,1.5732142857142857,12.7125,4.951190476190476,1000.345,3.7225
90,MADRID,123806.0,1,0.2083333333333333,9.016666666666667,4.79,913.9649999999999,6.733333333333333
91,SEGOVIA,2918.0,1,9.7,6.7,2.8,862.0999999999999,0.75
92,VALLADOLID,108529.0,1,5.3,9.6,2.65,926.175,4.449999999999999
93,A CORUNA,1610.0,1,10.9875,16.1375,7.114285714285714,1000.8,5.94
94,CADIZ,5436.0,1,0.0142857142857142,14.742857142857144,8.1,1007.3428571428572,10.15
95,CANTABRIA,895.0,1,0.0,16.385714285714283,5.514285714285714,999.24,5.1000000000000005
96,A CORUNA,1082938.0,2,24.26875,12.21875,7.316666666666667,983.2149999999999,0.56
97,LUGO,105257.0,1,2.2,9.8,3.1,959.85,4.1
98,PONTEVEDRA,180928.0,2,25.75,10.95,3.85,993.35,3.225
99,A CORUNA,7739.0,1,2.2,9.025,2.3857142857142857,988.5899999999999,4.65
100,LUGO,750.0,1,33.6,10.4,4.2,950.1,0.1
101,OURENSE,902.0,1,34.525000000000006,9.725,3.375,947.175,0.1
102,PONTEVEDRA,7947.0,1,51.2,11.4,5.800000000000001,980.4,0.0
103,TARRAGONA,4230.0,1,0.0,11.25,2.5,1012.2249999999999,0.65
104,A CORUNA,26832.0,1,0.0375,9.5875,3.857142857142857,997.41,9.14
105,BURGOS,3509.0,1,27.925,7.85,3.55,912.0625,0.05
106,CADIZ,1534.0,1,15.87142857142857,12.171428571428573,4.842857142857143,990.9928571428572,2.8
107,LUGO,228250.0,1,11.2,5.6,1.1,956.55,1.8
108,MADRID,1144.0,1,12.033333333333331,6.783333333333334,3.2,901.63,0.0
109,MALAGA,6597.0,1,12.233333333333334,12.8,2.733333333333333,1000.975,1.35
110,A CORUNA,25184.0,3,4.104166666666667,12.73809523809524,4.602380952380952,1002.9166666666667,3.0850000000000004
111,BURGOS,20235.0,1,1.375,3.75,2.775,921.9375,1.5750000000000002
112,CADIZ,28379.0,2,0.1928571428571428,14.492857142857144,5.6571428571428575,1001.5392857142856,5.65
113,NAVARRA,7713.0,1,9.08,7.5,2.9000000000000004,973.175,0.0
114,TARRAGONA,2786.0,1,2.6,11.9,2.9000000000000004,1010.375,1.1
115,VALENCIA,2932.0,1,1.7142857142857142,12.814285714285717,3.06,982.4333333333334,4.075
116,CADIZ,7814.0,1,16.057142857142857,13.957142857142856,3.5142857142857147,993.6571428571428,4.199999999999999
117,MALAGA,375.0,1,0.0333333333333333,14.2,4.166666666666667,1010.81,0.8
118,VALLADOLID,2649.0,1,0.1,10.65,1.65,929.2,6.95
119,ALMERIA,217154.0,1,9.5,14.1,3.575,994.55,0.0
120,CEUTA,5165.0,1,134.2,14.4,2.5,1004.45,1.1
121,MALAGA,47240.0,1,22.183333333333334,13.75,5.1000000000000005,1006.1333333333334,1.3
122,ALICANTE,9003.0,1,35.975,11.725,2.425,1013.1666666666667,0.1999999999999999
123,CADIZ,169914.0,1,23.32857142857143,12.542857142857144,3.0285714285714285,996.1714285714287,0.0
124,MALAGA,552.0,1,9.8,14.266666666666666,2.0166666666666666,1007.5666666666666,0.0
125,MURCIA,1439.0,1,14.533333333333337,12.830000000000002,3.055555555555556,992.0333333333333,1.0285714285714287
126,ALICANTE,8736.0,1,0.3333333333333333,12.633333333333333,2.333333333333333,1008.0,3.85
127,ALMERIA,7564.0,1,15.6,13.7,1.2,992.875,0.1
