,provincia,coste,duration,prec,tmed,velmedia,presmed,sol
0,PONTEVEDRA,1100.0,1,0.05,5.5,2.1,1009.0,6.6000000000000005
1,BARCELONA,2230.0,1,0.0,7.95,2.783333333333333,1002.4166666666666,3.0
2,PONTEVEDRA,1016.0,1,6.300000000000001,10.2,1.4,1010.7249999999999,1.5
3,CANTABRIA,145.0,1,0.0,7.671428571428572,3.0285714285714285,1007.22,7.900000000000001
4,A CORUNA,2136.0,1,0.78,12.919999999999998,3.82,1017.6333333333333,0.3
5,CACERES,4531.0,1,0.04,6.74,0.8400000000000001,989.4125,7.533333333333334
6,ILLES BALEARS,1046.0,1,0.0,10.68888888888889,2.077777777777777,1025.67,7.24
7,SALAMANCA,1090.0,1,0.0,3.6,1.54,916.6,5.325
8,A CORUNA,24462.0,1,9.916666666666666,13.766666666666666,9.9,999.3166666666667,1.2333333333333334
9,GIRONA,2438.0,1,0.0,3.9,1.2,833.45,5.2
10,PONTEVEDRA,4545.0,1,0.75,8.05,5.4,1000.925,0.2
11,A CORUNA,16801.0,1,2.333333333333333,12.1,3.0500000000000003,1002.3,6.733333333333333
12,BARCELONA,19917.0,1,0.0,8.383333333333333,2.95,993.5333333333333,7.6
13,HUELVA,5184.0,1,0.0,9.866666666666667,2.3000000000000003,1021.7,4.6
14,A CORUNA,18086.0,1,57.15,12.316666666666668,6.9,1006.5999999999999,0.0333333333333333
15,BARCELONA,11617.0,1,0.0,8.950000000000001,2.35,996.7333333333333,6.833333333333333
16,BURGOS,360.0,1,0.04,7.2,3.5250000000000004,925.4124999999999,0.5
17,CORDOBA,1096.0,1,0.075,9.1,2.725,971.9166666666665,8.2
18,ILLES BALEARS,4960.0,1,0.0,10.2375,2.955555555555556,1021.98,3.98
19,MALAGA,808.0,1,0.0,12.98,1.6666666666666667,1016.9083333333334,5.449999999999999
20,PONTEVEDRA,10833.0,1,6.699999999999999,12.0,2.65,993.225,6.75
21,TARRAGONA,5172.0,1,0.0,7.966666666666666,1.7,1017.575,8.2
22,A CORUNA,65778.0,1,0.5499999999999999,9.55,3.65,1015.7,4.0
23,BARCELONA,12914.0,1,0.0,9.383333333333333,2.5,998.9666666666667,7.6
25,TARRAGONA,50942.0,1,0.0,10.266666666666667,1.4,1020.0250000000001,8.85
26,A CORUNA,29442.0,1,8.766666666666667,11.2,5.416666666666667,1012.0666666666667,1.8
27,BARCELONA,14836.0,1,0.0,11.9,2.5,998.6166666666667,7.099999999999999
28,GIRONA,4894.0,1,1.0333333333333334,5.800000000000001,1.6666666666666667,835.3,4.0
29,ILLES BALEARS,1304.0,1,0.0,12.033333333333331,4.322222222222222,1024.97,6.92
30,LLEIDA,3063.0,1,0.625,6.275,2.5,968.525,5.4
31,MALAGA,1555.0,1,0.0,12.8,2.5,1019.97,4.25
32,PONTEVEDRA,5669.0,1,0.55,9.15,1.4,1005.375,3.0
33,TARRAGONA,545.0,1,0.0,11.866666666666667,3.4333333333333336,1020.8,6.800000000000001
35,ALICANTE,28897.0,1,0.1333333333333333,11.433333333333332,1.7666666666666668,1021.225,3.2
36,BARCELONA,52812.0,1,0.4166666666666667,9.966666666666669,2.5,996.9666666666667,5.933333333333334
37,CASTELLON,47482.0,1,1.1,8.8,2.1333333333333333,957.45,4.449999999999999
38,GIRONA,2970.0,1,0.0,3.9333333333333336,1.0,833.35,4.7
39,ILLES BALEARS,4981.0,1,1.011111111111111,9.88888888888889,2.1333333333333333,1022.25,3.6
40,LLEIDA,6579.0,1,3.5,4.75,1.6333333333333335,965.675,4.949999999999999
41,MURCIA,3725.0,1,0.6222222222222222,10.4,2.0,993.8299999999999,1.2
42,OURENSE,964.0,1,8.925,9.65,3.625,966.125,2.7
43,TARRAGONA,2877.0,1,15.566666666666668,11.0,2.2333333333333334,1017.75,6.55
44,TERUEL,2885.0,1,1.625,6.075,1.95,937.6166666666667,2.066666666666667
45,VALENCIA,64413.0,1,1.2857142857142858,11.971428571428572,2.4,989.9333333333334,3.425
49,CACERES,570.0,1,0.04,8.174999999999999,4.475,979.5833333333333,7.3
50,CANTABRIA,405.0,1,0.4142857142857143,7.671428571428572,7.328571428571428,1006.0799999999999,4.633333333333333
52,GIRONA,72016.0,1,0.0666666666666666,3.333333333333333,3.6,831.5999999999999,2.5
53,ILLES BALEARS,209103.0,1,83.875,10.4,6.477777777777778,1013.43,0.1
54,MADRID,740.0,1,0.5444444444444444,3.655555555555555,6.0,911.00625,2.94
55,MALAGA,2143.0,1,0.08,14.05,3.233333333333333,1016.9,3.75
56,MURCIA,20784.0,1,18.38888888888889,9.22222222222222,4.5375,984.9100000000001,2.266666666666667
57,PONTEVEDRA,4358.0,1,0.0,9.25,4.85,1008.0999999999999,8.399999999999999
58,TARRAGONA,86250.0,1,10.333333333333334,9.0,2.5,1013.6,0.0
59,TERUEL,1829.0,1,8.0,3.0250000000000004,3.6,933.9000000000001,0.4333333333333333
62,ALBACETE,1580.0,1,18.325,1.725,4.775,934.4000000000001,0.15
64,ALMERIA,1944.0,1,10.1,7.5,3.125,979.4375,1.0
65,AVILA,360.0,1,4.15,-2.5,3.1,872.275,0.0
67,CACERES,1258.0,1,0.2,5.125,4.1,978.9333333333334,2.5
69,CORDOBA,720.0,1,0.025,5.85,6.35,963.6833333333334,4.3
71,HUELVA,7813.0,1,0.0,10.1,3.9,1014.0166666666667,6.0
73,JAEN,2958.0,1,0.775,5.275,3.7000000000000006,952.125,1.75
74,LLEIDA,1516.0,1,0.5,2.975,3.0666666666666664,966.8,0.95
75,LUGO,1135.0,1,0.0,5.2,6.4,979.05,5.1
76,MADRID,5229.0,1,4.511111111111111,1.3444444444444443,7.171428571428572,912.0875,0.36
77,MALAGA,4062.0,1,0.96,9.3,3.15,1005.0083333333334,0.0
78,MURCIA,129183.0,1,27.0875,6.800000000000001,4.475,983.69,0.0166666666666666
79,OURENSE,4904.0,1,0.0,4.7,3.65,971.425,7.65
81,TERUEL,81777.0,1,17.866666666666667,0.0749999999999999,2.9,937.1833333333334,0.0333333333333333
83,ZAMORA,2648.0,1,0.0,1.866666666666667,4.8,942.0,4.2
84,ZARAGOZA,730.0,1,5.48,2.2,4.98,971.6624999999999,0.625
85,A CORUNA,36273.0,1,2.48,11.0,8.940000000000001,1012.3499999999999,0.5666666666666668
87,ALMERIA,410.0,1,3.25,8.625,1.125,978.9375,0.0
92,JAEN,6692.0,1,0.95,5.6,2.6,949.3,0.55
93,LEON,1413.0,1,0.3,2.3500000000000005,3.275,910.7125000000001,2.966666666666667
95,MADRID,106137.0,1,6.377777777777777,3.677777777777778,7.814285714285715,908.95,0.0
96,MALAGA,17248.0,1,19.9,10.52,2.183333333333333,1003.6916666666667,1.65
98,NAVARRA,350.0,1,3.2,2.025,4.066666666666666,982.125,2.0
99,PONTEVEDRA,2125.0,1,0.0,8.2,5.3,1002.05,6.15
101,TERUEL,83054.0,1,52.4,1.7000000000000002,2.2333333333333334,916.8499999999999,0.0
103,ZARAGOZA,19402.0,1,35.660000000000004,2.12,3.62,968.7125,0.0
105,ALMERIA,41532.0,1,5.9750000000000005,11.125,2.4250000000000003,982.225,6.1
107,CADIZ,5562.0,1,22.65,10.966666666666669,3.0500000000000003,1008.7416666666666,0.0
108,CASTELLON,181115.0,1,2.0,8.233333333333333,2.8666666666666667,1013.25,2.9
110,ILLES BALEARS,31705.0,1,2.088888888888889,11.8375,4.611111111111111,1014.37,1.3
111,LLEIDA,36608.0,1,41.1,4.566666666666667,2.0666666666666664,962.425,1.5
112,MALAGA,111489.0,1,11.0,10.739999999999998,2.1,1006.3916666666667,0.2
113,MURCIA,22093.0,1,0.2777777777777778,10.011111111111113,2.1875,985.38,5.0600000000000005
114,SEVILLA,5388.0,1,6.76,9.74,2.58,986.6800000000001,0.15
116,TERUEL,93543.0,1,2.675,3.475,1.425,932.8,2.1666666666666665
120,CASTELLON,53829.0,1,0.0,7.899999999999999,1.7,1015.55,4.3
121,CORDOBA,20060.0,1,5.85,8.75,3.225,963.5,0.0
123,HUELVA,10167.0,1,12.833333333333334,11.833333333333334,2.4,1012.8999999999999,0.2
124,HUESCA,1410.0,1,7.775,2.7,1.45,921.1333333333334,0.0
125,ILLES BALEARS,2936.0,1,0.0333333333333333,11.677777777777775,1.7666666666666666,1016.76,8.125
126,LLEIDA,149772.0,1,7.375,5.35,1.7333333333333334,961.9000000000001,2.1
128,PONTEVEDRA,450.0,1,0.0,10.2,2.1,994.425,2.6
129,SEVILLA,20508.0,1,16.64,10.5,2.4,988.6800000000001,0.35
130,TARRAGONA,69118.0,1,1.0,10.2,1.7,1013.225,7.0
131,VALENCIA,176965.0,1,0.15,8.5,1.95,985.3166666666666,4.375
132,ZARAGOZA,500.0,1,1.48,6.659999999999999,1.28,965.6625,4.85
134,CADIZ,17965.0,1,40.9,12.216666666666669,3.883333333333333,1011.7666666666667,0.5
135,CANTABRIA,376.0,1,0.0285714285714285,8.828571428571427,2.414285714285714,994.9100000000001,1.3
137,HUESCA,780.0,1,0.15,6.4,1.2000000000000002,921.9333333333334,4.433333333333334
138,LLEIDA,82451.0,1,0.0,4.5,1.1,963.025,4.699999999999999
140,TARRAGONA,15639.0,1,0.0,9.65,1.65,1014.475,7.75
141,BARCELONA,933.0,1,0.3833333333333333,11.15,2.0,992.3666666666667,5.233333333333333
142,CADIZ,9440.0,1,12.45,12.4,3.0500000000000003,1012.2166666666667,3.55
143,GIRONA,11648.0,1,0.1333333333333333,4.366666666666666,1.65,829.7,0.1
144,GRANADA,4042.0,1,9.975,7.866666666666667,2.9,938.8166666666666,0.3
145,HUELVA,24521.0,1,1.0666666666666669,12.133333333333333,1.5,1015.2,2.7
147,SEVILLA,2464.0,1,7.94,9.88,1.72,989.59,1.05
148,TARRAGONA,630.0,1,0.1,10.25,1.35,1012.425,0.1
149,BARCELONA,11583.0,1,0.0,9.783333333333331,2.8666666666666667,992.2833333333333,4.7
150,GIRONA,303.0,1,0.5333333333333333,5.266666666666667,1.1,829.85,0.4
151,HUELVA,4828.0,1,0.0666666666666666,11.466666666666669,1.5,1021.8333333333335,5.3
152,LUGO,676.0,1,13.6,6.0,3.1,967.45,1.9
153,MALAGA,165414.0,1,0.0,12.6,3.06,1012.52,6.050000000000001
154,TARRAGONA,218.0,1,0.0,10.45,2.6500000000000004,1013.425,6.65
155,A CORUNA,28683.0,1,10.316666666666668,11.5,2.82,1008.7166666666667,4.4
156,GIRONA,11365.0,1,0.0,4.5,1.95,829.1500000000001,1.7
157,GRANADA,4213.0,1,0.0,6.125,1.6,948.8375,7.233333333333333
