,provincia,coste,duration,prec,tmed,velmedia,presmed,sol
24,PONTEVEDRA,317013.0,1,40.1,11.7,5.7,996.675,0.0
34,A CORUNA,635033.0,1,0.1833333333333333,9.883333333333333,8.883333333333333,1021.6333333333332,7.699999999999999
46,A CORUNA,749763.0,1,0.48,8.8,10.54,1024.0833333333333,3.766666666666667
47,ALICANTE,570620.0,1,4.833333333333333,9.166666666666666,5.266666666666667,1011.7249999999999,2.7
48,BARCELONA,461226.0,1,0.0333333333333333,9.1,7.399999999999999,992.8833333333334,0.6333333333333333
51,CASTELLON,284622.0,1,22.65,4.675,3.9666666666666655,951.7,0.0
60,VALENCIA,748183.0,1,53.614285714285714,9.071428571428571,5.233333333333333,982.6833333333334,0.0
61,A CORUNA,453088.0,1,0.24,9.06,10.12,1019.05,0.9666666666666668
70,GIRONA,846117.0,1,3.4,1.9333333333333336,2.7,835.35,0.0
72,ILLES BALEARS,651506.0,1,20.48888888888889,10.875,6.300000000000001,1013.87,0.8
80,TARRAGONA,458293.0,1,37.6,7.666666666666667,5.266666666666667,1017.525,0.0
86,ALICANTE,452358.0,1,2.4000000000000004,12.05,4.75,1009.8,4.1
94,LLEIDA,320048.0,1,19.2,5.725,5.1000000000000005,964.25,0.0
97,MURCIA,386584.0,1,19.8625,9.3375,1.9285714285714288,982.1600000000001,1.375
117,VALENCIA,377780.0,1,6.7,9.7,2.975,983.2666666666667,1.125
118,A CORUNA,560492.0,1,0.0,10.4,1.6166666666666665,1008.5833333333333,4.4
119,BARCELONA,942036.0,1,0.3166666666666666,10.8,1.8,992.0833333333333,4.566666666666666
133,BARCELONA,585071.0,1,0.0499999999999999,10.016666666666666,1.9166666666666667,993.7833333333332,3.5666666666666664
163,A CORUNA,368225.0,1,31.28333333333333,13.016666666666666,6.766666666666667,1007.3,0.0
167,ZARAGOZA,362482.0,1,0.08,11.82,3.24,964.5250000000001,3.55
233,ALICANTE,261445.0,1,12.933333333333332,11.7,4.866666666666667,1007.825,0.05
349,BARCELONA,396259.0,1,0.3333333333333333,14.2,5.15,985.6166666666666,2.533333333333333
351,GIRONA,450483.0,1,44.96666666666667,9.633333333333333,2.5,821.1500000000001,0.0
356,GIRONA,393462.0,1,2.3666666666666667,9.933333333333334,1.65,827.05,2.9
382,NAVARRA,256118.0,1,1.675,17.65,1.2,966.05,5.7
490,GUADALAJARA,817951.0,1,10.416666666666666,19.633333333333333,1.95,922.6875,8.091666666666667
